name,address,tel,tel_alt,fax,fax_alt,email,supervisor,curriculum,lat,lng
Cordova Education Centre,"Blk 473 Pasir Ris Drive 6 #B1-498  , Singapore 510473",65822127,NA,65826757,NA,info@cordova.com.sg,Abdullah bin Othman,TUTORIAL,1.37449502119346,103.95736253025
Coronation Music School,"587 Bukit Timah Road #03-10 Coronation Shopping Plaza , Singapore 269707",64673883,NA,NA,NA,benghweetay@gmail.com,Tay Beng Hwee (Miss),FINE ARTS,1.32382476526222,103.810016420022
CP Music Centre [fka Classical & Popular Music Centre],"Blk 306A Woodlands Street 31 #04-09  , Singapore 731306",63636766,NA,63689388,NA,cpmusic@cpmusic.com.sg,Mohd Zaini Bin Abdullah,FINE ARTS,1.4301002532257,103.77512506562
Creative Campus: Learning with Latitude,"545 Orchard Road #14-07/08 Far East Shopping Centre , Singapore 238882",64553063,NA,62505364,NA,chalk@creativecampus.com.sg,"Chew Mei Hua, Geraldine (Miss)",TUTORIAL,1.30550628596329,103.829984995532
Creative Horizons Language Centre,"(Main) 19 Tanglin Road #03-40/41 Tanglin Shopping Centre , Singapore 247909",67344201,NA,67344202,NA,admin@creativehorizons.com.sg,Faeza Sirajudin (Mdm),LINGUISTICS,1.30637274642467,103.82703651448799
Creative Horizons Language Centre,"200 Jurong East Avenue 1 #01-09  , Singapore 609789",67344201,NA,NA,NA,admin@creativehorizons.com.sg,Faeza Sirajudin (Mdm),LINGUISTICS,1.3504168630631501,103.728921192192
Creative Star Education Centre,"5 Ang Mo Kio Central 2 #03-03 Djitsun Mall , Singapore 569663",64510778,NA,NA,NA,liujieer@gmail.com,Qiu Hua (Mdm),TUTORIAL,1.37285425677861,103.847607916164
Creative Study Concepts Learning Centre,"140 Upper Bukit Timah Road #03-07 Beauty World Plaza , Singapore 588176",64662128,NA,64663006,NA,reneecho@singnet.com.sg,Renee Chong Kooi Yin (Mdm),TUTORIAL,1.34178799847022,103.776304121109
Crestar Learning Centre,"301 Upper Thomson Road #03-24A Thomson Plaza , Singapore 574408",64587770,NA,NA,NA,crestar@singnet.com.sg,Chia Mei Mei (Miss),FINE ARTS,1.35502885653151,103.831053292454
Crestar School of Dance,"Blk 135 Jurong Gateway Road #03-341  , Singapore 600135",65609997,NA,NA,NA,evelyn.ng@crestar.com.sg,Woo Saw Han (Ms),FINE ARTS,1.33382540744502,103.739676885744
Cristofori Music School,"21 Bukit Batok Central #02-04 Bukit Batok Community Club , Singapore 659959",68996748,NA,NA,NA,cmmusic@pacific.net.sg,Hong Choi Siong (Mdm),FINE ARTS,1.35019080802379,103.74751439241699
Cristofori Music School (Anchorvale),"59 Anchorvale Road #01-09  , Singapore 544965",62439555,NA,62449555,NA,cmmusic@pacific.net.sg,Hong Choi Siong (Mdm),FINE ARTS,1.3971279257600702,103.886665682003
Cristofori Music School (Ang Mo Kio),"53 Ang Mo Kio Avenue 3 #03-17 Ang Mo Kio Hub , Singapore 569933",62439555,NA,NA,NA,cs-hong@piano.com.sg,Hong Choi Siong (Mdm),FINE ARTS,1.36922321403002,103.848467911464
Cristofori Music School (Bedok Point),"799 New Upper Changi Road #04-05/08 Bedok Point , Singapore 467351",62439555,NA,62449555,NA,cmmusic@piano.com.sg,Hong Choi Siong (Mdm),FINE ARTS,1.32480102552269,103.932384005117
Cristofori Music School (Bishan),"9 Bishan Place #04-02D Junction 8 Shopping Centre , Singapore 579837",62439555,NA,62449555,NA,cmmusic@pacific.net.sg,Hong Choi Siong (Mdm),FINE ARTS,1.35068626255042,103.848949711733
Cristofori Music School (Bt Panjang),"8 Pending Road #03-01 Bukit Panjang Community Club , Singapore 678295",62439555,NA,62449555,NA,cs-hong@piano.com.sg,Hong Choi Siong (Mdm),FINE ARTS,1.37645074925905,103.770558811358
Cristofori Music School (Downtown East),"1 Pasir Ris Close #01-07 E!Hub@Downtown East , Singapore 519599",62439555,NA,62449555,NA,cmmusic@piano.com.sg,Hong Choi Siong (Mdm),FINE ARTS,1.3791271787801103,103.955444758145
Cristofori Music School (Hougang),"Blk 809 Hougang Central #03-182/184  , Singapore 530809",62813168,NA,NA,NA,cmmusic@pacific.net.sg,Wong Jian Bing,FINE ARTS,1.3711960330110902,103.89366816379999
Cristofori Music School (Jurong East),"Blk 135 Jurong East Street 13 #04-321/323/325  , Singapore 600135",65614130,NA,NA,NA,cmsadmin@a2gmusic.com.sg,Wong Jian Reng,FINE ARTS,1.33382540744502,103.739676885744
Cristofori Music School (Jurong West),"Blk 504 Jurong West Street 51 #04-217/219  , Singapore 640504",65647422,NA,NA,NA,cmsadmin@a2gmusic.com.sg,Wong Jian Reng,FINE ARTS,1.3498276131355802,103.718843750842
Cristofori Music School (Marine Parade),"278 Marine Parade Road #01-03 Marine Parade Community Centre , Singapore 449282",63486100,NA,62449555,NA,cmmusic@pacific.net.sg,Hong Choi Siong (Mdm),FINE ARTS,1.30488435428432,103.909706202474
Cristofori Music School (Punggol),"Blk 168 Punggol Field #04-09  , Singapore 820168",68812030,NA,62449555,NA,services@cms.edu.sg,Hong Choi Siong (Mdm),FINE ARTS,1.3941840943827302,103.91297643758301
Cristofori Music School (Sengkang),"Blk 118 Rivervale Drive #02-02 Rivervale Plaza , Singapore 540118",63845505,NA,62449555,NA,service@cms.edu.sg,Wong Jian Bing,FINE ARTS,1.38537151608701,103.901849634797
Cristofori Music School (Serangoon),"Blk 265 Serangoon Central Drive #04-273  , Singapore 550265",62842605,NA,NA,NA,"NA",Wong Jian Bing,FINE ARTS,1.3529637399166399,103.871472206843
Cristofori Music School (Simei),"3 Simei Street 6 #06-03 Eastpoint Mall , Singapore 528833",62439555,NA,62449555,NA,service@cms.edu.sg,Hong Choi Siong (Mdm),FINE ARTS,1.3426919975060099,103.953050756306
Cristofori Music School (Tampines Junction),"300 Tampines Avenue 5 #07-05 NTUC Income Tampines Junction , Singapore 529653",62439555,NA,62449555,NA,cs-hong@cms.edu.sg,Hong Choi Siong (Mdm),FINE ARTS,1.35228537970487,103.941961203288
Cristofori Music School (Tampines Mart),"5 Tampines Street 32 #02-10/11 Tampines Mart , Singapore 529284",65876471,NA,62449555,NA,service@cms.edu.sg,Wong Jian Bing,FINE ARTS,1.35436493771723,103.96004218828101
Cristofori Music School (Tampines),"Blk 201E Tampines Street 23 #03-94  , Singapore 527201",67812081,NA,NA,NA,"NA",Boh Chek Inn (Mdm),FINE ARTS,1.3529216253600902,103.953858335355
Cristofori Music School (Teck Whye),"Blk 140 Teck Whye Lane #02-363/365  , Singapore 680140",67624502,NA,67624355,NA,cmsadmin@a2gmusic.com.sg,Wong Jian Reng,FINE ARTS,1.3800180582562802,103.75314837776199
Cristofori Music School (Toa Payoh),"500 Lorong 6 Toa Payoh #04-30 HDB Hub , Singapore 310500",62522105,NA,62449555,NA,service@cms.edu.sg,Wong Jian Bing,FINE ARTS,1.33276117944876,103.8471181837
Cristofori Music School (Woodlands),"Blk 548 Woodlands Drive 44 #02-16/17/18/19 Vista Point , Singapore 730548",68934538,NA,68910205,NA,cmsadmin@a2gmusic.com.sg,Wong Jian Reng,FINE ARTS,1.43075765633744,103.793852610387
Cristofori Music School (Yio Chu Kang),"50 Ang Mo Kio Street 61 #01-03 Yio Chu Kang Community Club , Singapore 569163",65521572,NA,62449555,NA,cmmusic@pacific.net.sg,Hong Choi Siong (Mdm),FINE ARTS,1.38151727635278,103.84142811497499
Cristofori Music School (Yishun),"Blk 102 Yishun Avenue 5 #02-119  , Singapore 760102",67552643,NA,NA,NA,"NA",Wong Jian Bing,FINE ARTS,1.4306183039507299,103.828762985019
Crystal Learning Centre,"20 Kramat Lane #05-05/06/07 United House , Singapore 228773",62220583,NA,62200582,NA,han@crystal.com.sg,Yuen Cheok Hoe,LINGUISTICS,1.30106398873608,103.842462653489
Crystal Music World,"Blk 233 Lorong 8 Toa Payoh #01-250  , Singapore 310233",92213379,NA,NA,NA,crystalmusicworld@yahoo.com.sg,Heng Swee Chin (Miss),FINE ARTS,1.3382836592268101,103.858467966719
Curious Kids' Learning Place [fka The Knowledge Bud Learning Place],"33 Jalan Mas Puteh  , Singapore 128634",67777040,NA,NA,NA,theknowledgebud@gmail.com.,Priya Nair (Mdm),TUTORIAL,1.30840139275299,103.76221270961099
Curtis Music School,"559 Bukit Timah Road #02-02A King's Arcade , Singapore 269695",64654998,NA,64654998,NA,"NA",Ong Woon Shu (Miss),FINE ARTS,1.32313886378857,103.810676168559
D A V Hindi School,"113 Syed Alwi Road  , Singapore 207681",63922492,NA,62968573,NA,info@davhindischool.org,Om Prakash Rai (Supervisor-designate),LINGUISTICS,1.30982891750228,103.85512258222401
Dae Han Education Centre,"101A Upper Cross Street #13-13 People's Park Centre , Singapore 058358",65357837,NA,65350382,NA,hannahsing@hannahpress.net,Lee Gun Gi,LINGUISTICS,1.2857096489809599,103.84382742615601
Dance Arts Studio,"c/o 109 North Bridge Road #05-39 Funan Digitalife Mall , Singapore 179097",62354218,NA,NA,NA,"NA",Gillian Fregado Ross (Ms),FINE ARTS,1.2913771787227901,103.850241930617
Dandelion Education Hub [fka Art Leap Academy],"(Main) 271 Bukit Timah Road #02-03 Balmoral Plaza , Singapore 259708",67373229,NA,NA,NA,info@dandelion-edu.com,Loh Chin Lee (Miss),FINE ARTS,1.3164349569099498,103.83549290613001
Dandelion Education Hub [fka Art Leap Academy],"1 Brooke Road #01-35 Katong Plaza , Singapore 429979",67373229,NA,NA,NA,info@dandelion-edu.com,Loh Chin Lee (Miss),FINE ARTS,1.30416332271272,103.903875245539
Dandelion Professional Chinese Education Hub,"271 Bukit Timah Road #02-03  , Singapore 259708",67373229,NA,NA,NA,info@dandelion-edu.com,"Tan Ah Suan, Jean (Mdm)",LINGUISTICS,1.3164349569099498,103.83549290613001
Dandelion School of Music,"1 Brooke Road #B1-02 Katong Plaza , Singapore 429979",64405010,NA,NA,NA,info_music@dandelion.sg,Ng Seok Kuan (Ms),FINE ARTS,1.30416332271272,103.903875245539
Delta Education Centre,"Blk 672A Klang Lane #01-97  , Singapore 211672",62980511,NA,NA,NA,admin@deltaeducation.com.sg,Mohamed Idris s/o Mohamed Musthapa Arkette,TUTORIAL,1.3084905238870301,103.85254628074199
Deyi Tuition Centre,"Blk 421 Ang Mo Kio Ave 10 #01-1169  , Singapore 560421",65560085,NA,65560085,NA,71816000@starhub.net.sg,Jiang Weirong (Ms),TUTORIAL,1.36538422642268,103.852966961527
Discovery Edu Cove,"Blk 801 Tampines Avenue 4 #01-275 (2nd Storey)  , Singapore 520801",66500646,NA,NA,NA,discoveryeducove#gmail.com,"Quek Puay Hoon, Patricia (Miss)",ENRICHMENT,1.34719233084528,103.938014037188
Distinct Learning Centre,"Blk 107 Serangoon North Avenue 1 #01-681  , Singapore 550107",62800251,NA,62800251,NA,distinctsc@gmail.com,Aw Diana (Mdm),TUTORIAL,1.36990040378362,103.87022488454599
Distinction Tutorial School,"Blk 513 Bishan Street 13 #01-506 (2nd Storey)  , Singapore 570513",62586791,NA,NA,NA,distinction@singnet.com.sg,Chan Woon Cheng (Mdm),TUTORIAL,1.34946633905283,103.849467349041
dMaster Learning Centre,"540 Sims Avenue #02-06 Sims Avenue Centre , Singapore 387603",67477352,NA,NA,NA,kesavan@singnet.com.sg,Ho Moh Cheng (Mdm),TUTORIAL,1.3161636091726299,103.889545199814
Donason Deen Education Centre,"Blk 809 French Road #03-176/178 Kitchener Complex , Singapore 200809",62952003,NA,62341132,NA,ddrc@starhub.net.sg,Mohamed Maideen s/o Mohamed Sulaiman,TUTORIAL,1.3083939667367301,103.86205978417401
Dong Language Centre,"50 East Coast Road #02-61 Roxy Square , Singapore 428769",63451278,NA,NA,NA,donghuqin@hotmail.com,Dong Huqin (Mdm),LINGUISTICS,1.3043330840871898,103.904060346056
Dowell Tuition Centre,"Blk 151A Serangoon North Avenue 2 #02-85  , Singapore 551151",63832191,NA,63832191,NA,ask.dowell@gmail.com,Mui Poh Choo (Mdm),TUTORIAL,1.3695342462088897,103.873492369263
D'Perfect Educational Centre,"Blk 747 Woodlands Circle #01-708  , Singapore 730747",63631911,NA,NA,NA,wd.dperfect@gmail.com,Liu ShiZhao,TUTORIAL,1.4431727605440399,103.795008213524
Dr Ng's Science Studio,"Blk 18 Lorong 7 Toa Payoh #01-242  , Singapore 310018",96455108,NA,NA,NA,dnsciencestudio@gmail.com,Dr Ng Wee Loon,TUTORIAL,1.33575723665507,103.856789628423
Dream Education Centre,"587 Bukit Timah Road #03-36 Coronation Plaza , Singapore 269707",67606174,NA,NA,NA,jocelyntanyr@gmail.com,Tan Yan Ru (Miss),TUTORIAL,1.32382476526222,103.810016420022
E & P Learning Centre (Marine Parade),"1 Marine Parade Central #13-04 Parkway Centre , Singapore 449408",62746990,NA,62746980,NA,tanbetty@singnet.com.sg,Tan Betty (Mdm),ENRICHMENT,1.30188733858698,103.905996039776
E & P Training Centre (Jurong),"Blk 134 Jurong East Street 13 #02-309J  , Singapore 600134",65676118,NA,67344988,NA,"NA",Lian Tai Yu (Mdm),TUTORIAL,1.3339941384974299,103.738819152518
E & P Training Centre (Orchard) [fka E & P Training Centre (Tampines)],"402 Orchard Road #04-07 to #04-13 Delfi Orchard , Singapore 238876",67372588,NA,67344988,NA,"NA",Lian Tai Yu (Ms),TUTORIAL,1.30717805424683,103.82846871251999
E & P Training Centre (Yishun),"Blk 846 Yishun Ring Road #01-3623 (2nd Storey)  , Singapore 760846",67372588,NA,67344988,NA,"NA",Lian Tai Yu (Ms),TUTORIAL,1.4167863471812099,103.83464157924101
Eager Kids Montessori,"Blk 247  Hougang Avenue 3 #01-454  , Singapore 530247",62880224,NA,NA,NA,Anjum.husain@gmail.com,Anjum Husain (Ms),ENRICHMENT,1.35916575005658,103.891524293017
Eagle Infotech Training Centre,"c/o 150 Orchard Road #08-01 Orchard Plaza , Singapore 238841",67375761,NA,NA,NA,liana@ktc.com.sg,"Lek Lee Meng, Liana (Mdm)",INFORMATION TECHNOLOGY,1.30126533034761,103.84115177072701
Early Years Montessori,"16 Sunset Drive  , Singapore 597475",64691572,NA,64691087,NA,early_years@pacific.net.sg,Ee Fee C (Ms),ENRICHMENT,1.32578168484933,103.766715018409
Eastern Triple Tree Education Centre,"144 Upper Bukit Timah Road #01-34 Beauty World Centre , Singapore 588177",97645382,NA,NA,NA,Carolyang824@gmail.com,Yang Wei (Miss),TUTORIAL,1.3424126418864297,103.776539385678
Easternserve Tuition Centre,"Blk 808 French Road #05-159 Kitchener Complex , Singapore 200808",62913115,NA,NA,NA,easternserve@singnet.com.sg,Loh Kin Hwee,TUTORIAL,1.30891935878627,103.861725539085
Easternserve Tuition Centre (Simei),"Blk 256 Simei Street 1 #01-517  , Singapore 520256",67885103,NA,62923707,NA,easternserve@singnet.com.sg,Loh Kin Hwee,TUTORIAL,1.3430415756986698,103.951763430086
Easy Oriental Learning School,"149 Rochor Road #02-36 Fu Lu Shou Complex , Singapore 188425",63331828,NA,NA,NA,EasyOriental_LearningSchool@hotmail.com,Yang Jiaxin (Mdm),ENRICHMENT,1.30145299324793,103.854495182879
Econ Careskill Training Centre,"260 Sims Avenue #04-01  , Singapore 387604",67418640,NA,67480564,NA,belindachua@econcareskill.com,Ong Chu Poh,LINGUISTICS,1.31488882254271,103.882893864338
Economics at TuitionGenius Academy,"587 Bukit Timah Road #03-01B Coronation Plaza , Singapore 269707",65265129,NA,NA,NA,eugene@tuitiongenius.com,Toh Yew Keat,TUTORIAL,1.32382476526222,103.810016420022
Economics Cafe Learning Centre,"Blk 505B Bishan Street 11 #01-422  , Singapore 572505",94023981,NA,NA,NA,edmundquek@economicscafe.com.sg,"Quek Ban Tong, Edmund",TUTORIAL,1.34870136989321,103.848526713748
Econsactually Learning Centre,"Blk 72 Lorong 5 Toa Payoh #01-578  , Singapore 310072",93373874,NA,NA,NA,clive.foo@econsactually.com,Foo Qi Xiang,TUTORIAL,1.3338768114947,103.852072555858
Ecube Science and Math Lab [fka Ecube Education Lab],"1 Marine Parade Central #04-07 Parkway Centre , Singapore 449408",63421002,NA,NA,NA,ecube.edulab@gmail.com,Kang Kim Hor,TUTORIAL,1.30188733858698,103.905996039776
Edhome Learning Centre,"150 Orchard Road #07-09 Orchard Plaza , Singapore 238841",93383114,NA,NA,NA,info@edhome.com.sg,"Tan Yong Harn, Darrell",TUTORIAL,1.30126533034761,103.84115177072701
Ed-Quest Language School,"177A Thomson Road Goldhill Shopping Centre , Singapore 307625",63568186,NA,63568186,NA,lijunsg@gmail.com,Wu Lijun (Mdm),LINGUISTICS,1.31832647317242,103.843591971389
Edubuilder Learning Hub,"16 Jalan Masjid #01-03 Kembangan Suites , Singapore 418941",67606174,NA,NA,NA,indrianaseet@gmail.com,Tan Chin Chia (Mdm),TUTORIAL,1.32015257058639,103.91272708396099
Education Centre for Achievers,"58 Lowland Road  , Singapore 547453",63376385,NA,63396517,NA,ritu@tracecapital.com.sg,Samireddypalle Mohan,TUTORIAL,1.3630286759293002,103.88246730468201
Education Renaissance Tutorial Centre,"Blk 519 Jurong West Street 52 #01-171  , Singapore 640519",65659807,NA,NA,NA,erenquiries@gmail.com,Chia Shuang An,TUTORIAL,1.3455381057090101,103.717583192064
Edu-Cove Learning Resource Centre,"Blk 212 Hougang Street 21 #01-333 (2nd Storey)  , Singapore 530212",62850985,NA,62850985,NA,edu_cove@yahoo.com,Chow Yik Kwong (Mdm),OTHERS,1.3595208734742799,103.888340028762
EduEdge Learning Hub,"Blk 301 Serangoon Avenue 2 #01-330  , Singapore 550301",62888741,NA,NA,NA,admin@eduedge.com.sg,"Cheng Eng Siong, Edwin",TUTORIAL,1.35309223909033,103.867917814702
Edufirst Learning Centre,"1 Northpoint Drive #02-164 Northpoint City , Singapore 768019",65652466,NA,NA,NA,may@edufirst.com.sg,"Choong Hooi Sian, May (Miss)",TUTORIAL,1.42803585211788,103.836092100712
Edugem Learning Centre,"215E Upper Thomson Road (2nd Storey )  , Singapore 574349",87007378,NA,NA,NA,hello@edugem.sg,Huan See Lai (Ms),TUTORIAL,1.3522694909319197,103.83495651410101
EduGrove Mandarin Enrichment Centre,"(Main) 120 Pasir Ris Central #01-01/02  #01-07, Singapore 519640",65848489,NA,NA,NA,enquiries@edugrove.com.sg,Theseira Jerry Luke,ENRICHMENT,1.37405935580677,103.951850332313
EduGrove Mandarin Enrichment Centre,"112 East Coast Road #3-09 112 Katong , Singapore 428802",69095728,NA,NA,NA,adminkt@edugrove.com.sg,Theseira Jerry Luke,ENRICHMENT,1.30523471539239,103.905014931362
EduGym Enrichment Centre,"Blk 871 Woodlands Street 81 #01-292  , Singapore 730871",62693146,NA,63923415,NA,rajan@edumasters.com.sg,Nagarajan s/o Narayanan,ENRICHMENT,1.4438581581988401,103.789187009315
Edulink Learning Centre,"Blk 809 Hougang Central #03-178  , Singapore 530809",63867055,NA,62506628,NA,wsleileen@yahoo.com.sg,Wong Siew Lin (Ms),TUTORIAL,1.3711960330110902,103.89366816379999
Edulink Learning Centre (Bishan),"Blk 116 Bishan Street 12 #02-32 Bishan View , Singapore 570116",62506628,NA,62506628,NA,wsleileen@yahoo.com.sg,Wong Siew Lin (Mdm),TUTORIAL,1.3478007201456397,103.849316086687
Edumore Learning Centre,"Blk 511 Canberra Road #02-02 Sembawang Mart , Singapore 750511",65551310,NA,64151221,NA,admin@edumore.edu.sg,Seng Sze Hui (Miss),TUTORIAL,1.4537758079143601,103.819590507054
EduOne Education Center,"Blk 7 Tanjong Pagar Plaza #02-107  , Singapore 081007",67070166,NA,NA,NA,eduone.sg@gmail.com,Wang Xiao,TUTORIAL,1.2771201218345902,103.84311774377701
Eduplus Language Centre,"Blk 238 Bishan Street 22 #B1-228  , Singapore 570238",65531838,NA,NA,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.3597608027900498,103.84464264015301
Eduplus Language Centre (Bishan North),"Blk 239 Bishan Street 22 #B1-202  , Singapore 570239",64630017,NA,64631185,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.3604289462678998,103.8447773181
Eduplus Language Centre (Sin Ming),"9 Sin Ming Road #02-01 & #B1-01/02/05 Thomson V One , Singapore 575630",64630017,NA,64631185,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.35319482964497,103.835564593057
Eduplus Language Centre (Taman Jurong),"1 Yung Sheng Road #01-02 Jurong Town Community Club , Singapore 618495",62658858,NA,62655662,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.3353068059110602,103.72162639570699
Eduplus Language Centre (Tampines),"Blk 492B Tampines Avenue 9 #01-422  , Singapore 520492",67862821,NA,65531829,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.36300824311733,103.953547635023
Eduplus Language Centre (UE Square) [fka Eduplus Language Centre (Liang Court)],"81 Clemenceau Avenue #02-11 UE Square , Singapore 239918",68372538,NA,68372568,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.29203413611797,103.842695797861
Eduplus Language Centre (Ulu Pandan),"170 Ghim Moh Road #01-03 Ulu Pandan Community Building , Singapore 279621",64630017,NA,64631185,NA,eduplus@singnet.com.sg,Chang Mei Hsiang (Mdm),LINGUISTICS,1.31200941436639,103.789211176677
Edu-Point Learning Hub,"Blk 134 Jurong East Street 13 #03-309A  , Singapore 600134",68991968,NA,65673930,NA,eduplh@singnet.com.sg,"Quek Jun-Ling, Patricia (Mdm)",TUTORIAL,1.3339941384974299,103.738819152518
Eduscape Learning Centre,"46 East Coast Road #10-06 Eastgate , Singapore 428766",63488525,NA,NA,NA,hello@eduscape.sg,"Sim Kwang He, Nicholas",TUTORIAL,1.30439338631978,103.903340542754
Edustar School (Toa Payoh),"Blk 17A Lorong 7 Toa Payoh #02-192  , Singapore 311017",62585585,NA,NA,NA,edustar@singnet.com.sg,Tan Kok Tong,TUTORIAL,1.3361521037875201,103.856983112445
Eduwise Language School,"(Main) Blk 744 Bedok Reservoir Road #01-3053  , Singapore 470744",62434757,NA,NA,NA,eduwiselanguage@gmail.com,Ye Lihua (Ms),LINGUISTICS,1.33786042639305,103.92166330406799
Eduwise Language School,"144 Upper Bukit Timah Road #03-39 Beauty World Centre , Singapore 588177",62434757,NA,NA,NA,eduwiselanguage@gmail.com,Ye Lihua (Ms),LINGUISTICS,1.3424126418864297,103.776539385678
EDvolution Learning Studio,"557 Bukit Timah Road #02-09 Crown Centre , Singapore 269694",69081656,NA,NA,NA,expressyourwords@gmail.com,Liew Kam Fatt,TUTORIAL,1.3230264523271298,103.811154868161
Edvox Music School,"Blk 204 Hougang Street 21 #03-103  #02-101, Singapore 530204",62877240,NA,62344528,NA,class@edvox.com,Foo Chee Juey,FINE ARTS,1.35881911554387,103.88498842667101
Edvox Music School (SP),"Blk 475 Choa Chu Kang Avenue 3 #02-11/12/13 Sunshine Place , Singapore 680475",61003380,NA,63993380,NA,class@edvox.com,Foo Chee Juey,FINE ARTS,1.3780561475208601,103.738931794069
Edvox Music School MP [fka Edvox Music School (MP)],"Blk 86 Marine Parade Central #03-211  #03-209, Singapore 440086",61003380,NA,63993380,NA,class@edvox.com,Foo Chee Juey,FINE ARTS,1.3017372167588899,103.906754510468
Effective R Us Tuition Centre,"Blk 129 Bedok North Street 2 #01-36/38  , Singapore 460129",64417607,NA,64417607,NA,"NA","Teo Eng Hock, Michael (Dr)",TUTORIAL,1.3275544319219599,103.938030484223
Efficient Tuition Centre,"c/o Blk 201E Tampines Street 23 #03-102  , Singapore 527201",67879813,NA,NA,NA,"NA",Amy Chan Wee Hong (Mdm),TUTORIAL,1.3529216253600902,103.953858335355
Eishinkan Learning School,"111 Somerset Road#02-22/23/24/25/26 Tripleone Somerset , Singapore 238164",63363266,NA,63363200,NA,y-terada@eishinkan.co.jp,Yosuke Terada,TUTORIAL,1.3001927234280701,103.837362540861
Ekove Study Centre,"Blk 417 Yishun Avenue 11 #01-331  , Singapore 760417",67540567,NA,67540554,NA,ekove1@gmail.com,Ramanan Ramadoss,TUTORIAL,1.4243850673899099,103.846329063065
Elite Creations Education Centre,"Blk 350 Jurong East Avenue 1 #01-1225 (2nd Floor)  , Singapore 600350",64255071,NA,64255086,NA,"NA",Teo Kai Por,TUTORIAL,1.3440494185738603,103.73125555964
Elite Creations Education Centre (Bukit Batok),"Blk 153 Bukit Batok Street 11 #03-282  , Singapore 650153",83339193,NA,NA,NA,liyun_lim@yahoo.com.sg,Lim Lay Hoon (Mdm),TUTORIAL,1.3474794780508301,103.74427646089501
Elite Creations Education Centre (West Coast),"Blk 727 Clementi West Street 2 #01-258 (2nd Storey)  , Singapore 120727",67770647,NA,NA,NA,tcw-registrar@elitecreations-edu.com,Tew Tze Hong,TUTORIAL,1.30462248152205,103.76381774563801
Elite Education & Talent Centre,"Blk 8 Lorong 7, Toa Payoh #01-287  , Singapore 310008",63566550,NA,NA,NA,samsonleo@gmail.com,Seah Thiam Hock,TUTORIAL,1.33788050113881,103.856612802183
Elite Learning Centre,"Blk 720 Jurong West Avenue 5 #B1-94  , Singapore 640720",67957798,NA,NA,NA,elitekidscentre@singnet.com.sg,Yang Yan (Ms),ENRICHMENT,1.34435138215496,103.69749731205
Elite Learning Centre (Woodlands),"Blk 851 Woodlands Street 83 #01-18  , Singapore 730851",63673361,NA,63626169,NA,elitekidscentre@singnet.com.sg,Zheng Mingyan (Miss),TUTORIAL,1.4404601198182498,103.79267558158001
Elka Music School (Yishun),"Blk 102 Yishun Avenue 5 #03-129  , Singapore 760102",67537088,NA,NA,NA,"NA",Sally Lo Wai Meng (Mdm),FINE ARTS,1.4306183039507299,103.828762985019
Elsa's Learning Space,"Blk 517 Jurong West Street 52 #01-83 (2nd Storey)  , Singapore 640517",96607787,NA,NA,NA,elsa.yq@gmail.com,"Leong Yin Qi, Elsa (Miss)",TUTORIAL,1.34584959149843,103.71972430577401
Embrace Learning House,"Blk 144 Teck Whye Lane #01-217 (2nd Storey)  , Singapore 680144",67666893,NA,67666893,NA,seashirley@singnet.com.sg,Seah Ka Hoon (Mdm),TUTORIAL,1.3808276872176697,103.75247657963301
EMC Learning Centre,"Blk 250 Bishan Street 22 #B1-384  , Singapore 570250",64514188,NA,64513181,NA,emclc@yahoo.com.sg,"Teo Leng Bee, Elizabeth (Ms)",TUTORIAL,1.3616148210606598,103.843937147665
Emma Study Place,"(Main) Blk 209 New Upper Changi Road #04-647  , Singapore 460209",66351625,NA,NA,NA,finance.esp@emmastudyplace.com,"Chin Wai Yee, Elaine (Mdm)",TUTORIAL,1.32463573076036,103.93106882939699
Emma Study Place,"8 Jalan Tampang  , Singapore 758952",64932325,NA,NA,NA,Elaine.chin@emmastudyplace.com,"Chin Wai Yee, Elaine (Mdm)",TUTORIAL,1.44210341898421,103.82345244203199
Emmanuel Music School,"Blk 215 Bedok North Street 1 #02-83  , Singapore 460215",64443677,64488338,NA,NA,mail@emmanuelmusic.com.sg,Loh Wah Kay,FINE ARTS,1.32607594824469,103.93349747379601
Empire Code Education Centre,"19 Tanglin Road #04-15 Tanglin Shopping Centre , Singapore 247909",81455004,NA,NA,NA,sg@empirecode.co,Tang Jasmine Anna )Miss),ENRICHMENT,1.30637274642467,103.82703651448799
Emsbridge Education Centre [fka Emsbridge Tutorial Centre],"Blk 809 Hougang Central #04-184  , Singapore 530809",90700857,NA,NA,NA,yakhwee@gmail.com,"Tan Yak Hwee, Martina (Mdm)",TUTORIAL,1.3711960330110902,103.89366816379999
Engineers Angle Learning Centre,"1 Brooke Road #02-46 Katong Plaza , Singapore 429979",97294140,NA,NA,NA,admin@engineersangle.com,Cheah Zhi Sin,TUTORIAL,1.30416332271272,103.903875245539
